"Date_entry","Region","District_ad","Address","Metro","Dist_metro_ad","Rooms","Price","Minimum_duration","No_agents","Building","Area_total","Area_living","Area_kitchen","Floor","NFloor","Lift","Furnished","Bath","Refurbished","Balcony","Latitude","Longitude","Year_construction"
"2016-05-31","gorod Sankt-Peterburg","Приморский","Савушкина ул., 143к1","Staraya Derevnya",3000,"3",55000,"","","Kirpichnyi",,109,60,,"7 kv.m.","","Est'","Est'","","est'",59.989316,30.201238,
"2016-03-01","gorod Sankt-Peterburg","Московский","Московский пр.","Moskovskaya",4010,"1",22000,"12 mes.","Da","Blochnyi",32,18,10,3,"5","Net","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Net",,,
"2017-01-11","gorod Sankt-Peterburg","Выборгский","Гданьская ул., 11","Udel'naya",760,"2",25000,"11 mes.","","Stalinskii",50,30,6,4,"5","Net","Sbor.+kuh.garn.","Sovmeshchennaya","Proizveden","Balkon",60.015493,30.329145,
"2017-06-03","gorod Sankt-Peterburg","Красногвардейский","Ударников пр., 27","Ladojskaya",3030,"2",24000,"11 mes.","","137 seriya",60,32,9,6,"9","Est'","Garnitur Sovr.","Otdel'naya","Ne trebuetsya","Lodjiya",59.952259,30.476702,
"2016-11-16","gorod Sankt-Peterburg","Калининский","Луначарского пр., 100","Grajdanskii pr.",1100,"1",21000,"11 mes.","Da","Kirpichnyi",35,17,,4,"9","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Balkon",60.027068,30.406483,
"2017-05-31","gorod Sankt-Peterburg","Петроградский","Кронверкский пр., 69","Gor'kovskaya",840,"1",35000,"10 mes.","","Kirpichnyi",42,16,15,4,"4","Net","Sbornaya Sovr.","Otdel'naya","Evrostandart","Net",59.952591,30.305534,
"2016-11-07","Leningradskaya oblast'","Всеволожский","р-н Кудрово дер. Европейский пр., 3","Dybenko ul.",950,"1",22000,"","","Monolit",37,18,10,12,"12","Net","","","","Balkon",,,
"2017-05-26","gorod Sankt-Peterburg","Петродворцовый","р-н Петергоф г., Разводная ул., 19","Avtovo",200,"1",14000,"11 mes.","","Kirpichnyi",33,17,6,4,"5","Net","Sbor.+kuh.garn.","","Ne trebuetsya","Zasteklennyi balkon",,,
"2016-12-13","Leningradskaya oblast'","Всеволожский","р-н Кудрово дер. Строителей пр., 6","",,"1",21000,"11 mes.","","Kirpichnyi",40,19,12,20,"23","Est'","Sbor.+kuh.garn.","Sovmeshchennaya","Proizveden","Lodjiya",,,2015
"2017-02-27","gorod Sankt-Peterburg","Петроградский","Добролюбова пр., 2","Sportivnaya",940,"1",2e+05,"11 mes.","","Stalinskii",57,35,8,4,"6","Est'","","Sovmeshchennaya","Evrostandart","2 balkona",59.949232,30.3065042,1956
"2016-07-27","gorod Sankt-Peterburg","Московский","Кузнецовская ул., 30","Park Pobedy",650,"2",35000,"11 mes.","","Stalinskii",58,38,10,3,"5","Net","Garnitur Sovr.","Otdel'naya","Evrostandart","Balkon",59.871642,30.31676,
"2016-06-20","gorod Sankt-Peterburg","Василеостровский","Наличная ул., 40к4","Primorskaya",10,"3",37000,"11 mes.","","Individual'nyi proekt",73,44,9,5,"10","Est'","Sbor.+kuh.garn.","Otdel'naya","Evrostandart","2 balkona",59.950922,30.228744,
"2017-05-25","gorod Sankt-Peterburg","Калининский","Луначарского пр., 52к2","Prosveshcheniya pr.",2970,"3",70000,"11 mes.","","Kirpichnyi",96,65,,2,"9","Est'","","","","",60.034572,30.3741375,
"2017-01-19","gorod Sankt-Peterburg","Приморский","Королёва пр., 47","Komendantskii pr.",1610,"1",23000,"11 mes.","","Monolit",50,20,10,12,"16","Est'","","","","Net",60.022746,30.253426,
"2017-01-28","gorod Sankt-Peterburg","Московский","Космонавтов пр., 37","Moskovskaya",710,"1",40000,"","","Kirpichnyi",40,18,11,4,"25","Est'","","","","Balkon",59.855043,30.349325,
"2015-12-10","gorod Sankt-Peterburg","Московский","Новоизмайловский пр., 1к1","Elektrosila",910,"2",25000,"11 mes.","","Monol.Panel'nyi",48,30,7,3,"5","Net","","","","Balkon",59.874889,30.3047791,
"2016-05-06","gorod Sankt-Peterburg","Фрунзенский","Олеко Дундича ул., 11","Kupchino",1120,"2",2500,"11 mes.","","Monol.Panel'nyi",47,30,10,4,"9","Net","","","","Balkon",59.827285,30.3951581,
"2017-07-05","gorod Sankt-Peterburg","Невский","Российский пр., 14","Bol'shevikov pr.",1130,"2",22000,"11 mes.","","Monol.Panel'nyi",52,29,10,9,"16","Est'","","","","Balkon",59.929685,30.4723828,
"2016-12-08","Leningradskaya oblast'","Всеволожский","р-н Юкки дер. Тенистая ул., 3","",0,"1 (studiya)",15000,"","","Kirpichnyi",28,25,,2,"3","Net","Sbor.+kuh.garn.","","","",,,
"2016-11-10","gorod Sankt-Peterburg","Центральный","Караванная ул., 7","Gostinyi Dvor",600,"5",80000,"11 mes.","","Panel'nyi",150,150,,3,"5","Est'","","Otdel'naya","Proizveden","",59.934666,30.340934,
"2017-04-24","gorod Sankt-Peterburg","Московский","Дунайский пр., 7к7","Zvezdnaya",220,"1",23000,"11 mes.","","Monolit",36,18,10,10,"25","Est'","Sbornaya Sovr.","Sovmeshchennaya","Ne trebuetsya","Zasteklennaya lodjiya",59.826275,30.3325,
"2017-07-22","gorod Sankt-Peterburg","Выборгский","Парголово, Валерия Гаврилина ул., 11к1","Parnas",1170,"1",16000,"11 mes.","","Kirp.Monolit",42,18,11,8,"24","Est'","","","","Balkon",60.078683,30.336296,
"2016-11-23","gorod Sankt-Peterburg","Красногвардейский","Стахановцев ул.","Novocherkasskaya",340,"2",80000,"6 mes.","","Stalinskii",80,35,27,3,"5","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Balkon",59.926844,30.4081043,
"2017-06-03","gorod Sankt-Peterburg","Калининский","Гражданский пр., 36","Akademicheskaya",70,"2",45000,"1 mes.","","Kirpichnyi",68,38,12,11,"25","Net","Sbor.+kuh.garn.","","Proizveden","Lodjiya",60.01068,30.394181,
"2016-01-12","gorod Sankt-Peterburg","Выборгский","Композиторов ул., 18","Prosveshcheniya pr.",250,"1",38000,"","","Monolit",52,20,15,11,"25","Est'","","","","Balkon",60.056077,30.31205,
"2017-04-24","gorod Sankt-Peterburg","Красногвардейский","Свердловская наб., 58","Novocherkasskaya",2980,"2",40000,"11 mes.","Da","Monolit",68,37,15,8,"16","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Lodjiya",59.955581,30.4077826,
"2016-09-27","gorod Sankt-Peterburg","Адмиралтейский","Троицкий пр., 3","Tehnologicheskii i-t",1030,"3",55000,"11 mes.","","Kirpichnyi",90,58,9,3,"3","Net","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","",59.916351,30.3004254,
"2017-03-27","gorod Sankt-Peterburg","Красносельский","Красное Село, Лермонтова ул., 14","Leninskii pr.",16470,"2",16000,"11 mes.","","Kirpichnyi",45,30,6,2,"4","Net","Sbornaya 70-80","Otdel'naya","Proizveden","Balkon",59.736548,30.084444,1957
"2017-01-29","gorod Sankt-Peterburg","Василеостровский","18-я Линия","Vasileostrovskaya",950,"3",47000,"11 mes.","Da","Kirpichnyi",72,50,14,3,"6","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","",59.936871,30.2655775,
"2017-06-15","gorod Sankt-Peterburg","Приморский","Богатырский пр., 60к2","Komendantskii pr.",3070,"1   (studiya)",17000,"11 mes.","","Blochnyi",27,19,,13,"17","Est'","","Sovmeshchennaya","","Zasteklennaya lodjiya",60.006246,30.204028,
"2016-01-28","gorod Sankt-Peterburg","Адмиралтейский","Мойки реки наб. 24","Nevskii pr.",1270,"3",74000,"","","",90,29,43,3,"3","Net","Sbornaya Sovr.","","","",,,
"2017-07-14","gorod Sankt-Peterburg","Калининский","Верности ул., 17","Akademicheskaya",1040,"1",25000,"11 mes.","","Kirpichnyi",40,18,8,9,"22","Est'","","","","Balkon",60.00424,30.403364,
"2016-05-31","gorod Sankt-Peterburg","Красносельский","Народного Ополчения пр., 117","Veteranov pr.",2520,"1 (studiya)",17000,"11 mes.","","Kirpichnyi",,26,,,"","","","Est'","Sovmeshchennaya","est'",59.825136,30.2204632,
"2016-09-01","gorod Sankt-Peterburg","Петроградский","Талалихина пер., 5/15","Sportivnaya",400,"2",65000,"","","Kirpichnyi",75,50,,6,"6","Est'","","","","",59.951357,30.297628,
"2017-07-04","gorod Sankt-Peterburg","Калининский","Непокоренных пр., 16к1","Mujestva pl.",110,"1",23000,"11 mes.","","Kirpichnyi",33.2,18,8,8,"16","Est'","Sbor.+kuh.garn.","","","Balkon",59.996232,30.385011,
"2017-04-08","gorod Sankt-Peterburg","Московский","Варшавская ул., 23к1","Park Pobedy",690,"1",26000,"11 mes.","","Kirpichnyi",43,20,13,4,"12","Est'","","Sovmeshchennaya","Evrostandart","Zasteklennaya lodjiya",59.870542,30.31267,
"2017-04-04","gorod Sankt-Peterburg","Центральный","Грибоедова кан. наб., 18-20","Nevskii pr.",90,"5",150000,"","","Kirpichnyi",192,165,18,3,"3","Net","","","","",59.934642,30.3266366,
"2017-01-19","gorod Sankt-Peterburg","Калининский","Светлановский пр., 59к2","Politehnicheskaya",1380,"2",22000,"11 mes.","Da","Kirpichnyi",47,32,7,2,"5","Net","Sbornaya Sovr.","Otdel'naya","Proizveden","Zasteklennyi balkon",60.021262,30.3734271,
"2016-03-17","gorod Sankt-Peterburg","Невский","Джона Рида ул., 4","Bol'shevikov pr.",1040,"1",21000,"11 mes.","Da","Kirpichnyi",40,20,10,12,"16","Est'","Sbor.+kuh.garn.","Otdel'naya","Proizveden","Lodjiya",59.920574,30.4481448,
"2017-06-30","gorod Sankt-Peterburg","Центральный","Моховая ул., 44","Gostinyi Dvor",70,"2",130000,"11 mes.","","",184,130,25,4,"4","Net","Sbor.+kuh.garn.","","Proizveden","Balkon",59.939028,30.3470112,
"2017-03-06","gorod Sankt-Peterburg","Приморский","Шуваловский пр., 51к3","Komendantskii pr.",2710,"2",32000,"11 mes.","","Panel'nyi",60,33,11,2,"9","Est'","Garnit+kuh.nab.","Otdel'naya","Evrostandart","Lodjiya",60.028406,30.23087,
"2017-07-02","gorod Sankt-Peterburg","Московский","Московский пр., 185","Moskovskaya",760,"1",70000,"6 mes.","","Kirp.Monolit",50,19,,7,"15","Est'","","","","",59.856117,30.319156,2015
"2017-02-07","gorod Sankt-Peterburg","Адмиралтейский","Адмиралтейский пр., 10","Admiralteiskaya",340,"1",27000,"11 mes.","","Staryi fond s KR",30,18,,2,"5","Net","Minimum","Otdel'naya","Proizveden","",59.935759,30.309005,
"2017-03-06","Leningradskaya oblast'","Всеволожский","р-н Кудрово дер., Европейский пр., 8","Dybenko ul.",1750,"1   (studiya)",16000,"11 mes.","","Kirp.Monolit",25,18,4,5,"16","Est'","","","Evrostandart","Balkon",,,
"2017-06-16","gorod Sankt-Peterburg","Красногвардейский","Новочеркасский пр., 30","Novocherkasskaya",120,"2",23000,"11 mes.","Da","Kirpichnyi",45,29,9,5,"5","Net","Sbornaya Sovr.","","Proizveden","",59.9281,30.4140442,
"2016-03-26","gorod Sankt-Peterburg","Московский","Юрия Гагарина пр. 7","Park Pobedy",1050,"1",30000,"12 mes.","","Kirp.Monolit",35,17,,4,"24","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","",,,
"2017-06-04","gorod Sankt-Peterburg","Василеостровский","26-я Линия, 15","Vasileostrovskaya",1640,"2",65000,"6 mes.","","Monolit",85,40,20,8,"15","Net","","","","",59.93286,30.2561545,
"2016-12-19","gorod Sankt-Peterburg","Центральный","Кременчугская ул., 17к2","Vosstaniya pl.",370,"2",50000,"","","Kirp.Monolit",65,33,12,5,"10","Est'","","","","Balkon",59.920645,30.371959,
"2017-07-16","gorod Sankt-Peterburg","Московский","Варшавская ул., 23","Park Pobedy",630,"2",40000,"11 mes.","","Kirp.Monolit",72,31,15,5,"17","Est'","Garnitur Sovr.","Sovmeshchennaya","Evrostandart","2 lodjii",59.86988,30.313036,
"2016-12-05","gorod Sankt-Peterburg","Невский","Коллонтай ул., 7к2","Bol'shevikov pr.",60,"1   (studiya)",13000,"","","Kirpichnyi",15,15,,6,"12","Net","Sbor.+kuh.garn.","","Ne trebuetsya","Lodjiya",59.915052,30.4526364,
"2016-11-15","gorod Sankt-Peterburg","Фрунзенский","Ярослава Гашека ул., 9","Kupchino",790,"1",21000,"11 mes.","Da","Kirpichnyi",37,17,,4,"9","Est'","Sbornaya Sovr.","Sovmeshchennaya","Proizveden","Lodjiya",59.831493,30.3887133,
"2017-07-11","gorod Sankt-Peterburg","Красносельский","Маршала Казакова ул., 82к1","Leninskii pr.",3520,"2",24000,"11 mes.","Da","Kirp.Monolit",56,35,8,11,"25","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Zasteklennyi balkon",59.859926,30.208797,
"2015-07-24","gorod Sankt-Peterburg","Невский","Шотмана ул. 4к.1","Dybenko ul.",870,"2",22000,"11 mes.","","Panel'nyi",55,34,8,4,"9","Net","","","","Net",,,
"2016-12-15","gorod Sankt-Peterburg","Выборгский","Есенина ул., 1","Ozerki",1000,"2",40000,"11 mes.","Da","Kirpichnyi",70,46,14,17,"25","Est'","Sbor.+kuh.garn.","Otdel'naya","Evrostandart","Lodjiya",60.029359,30.331355,2012
"2016-06-03","gorod Sankt-Peterburg","Фрунзенский","Димитрова ул., 6к2","Kupchino",2070,"2",20000,"1 mes.","","Blochnyi",50,30,9,7,"9","Est'","Sbornaya 70-80","Otdel'naya","Ne trebuetsya","Lodjiya",59.847752,30.375611,
"2016-11-01","gorod Sankt-Peterburg","Центральный","Греческий пр., 6","Vosstaniya pl.",0,"1",45000,"","","Kirpichnyi",32,15,10,1,"4","Net","","","Proizveden","",59.935995,30.3666033,
"2017-01-06","gorod Sankt-Peterburg","Московский","Среднерогатская ул., 9","Zvezdnaya",1190,"1",25000,"11 mes.","Da","Kirp.Monolit",45,18,12,6,"24","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Zasteklennaya lodjiya",59.824642,30.336709,
"2017-06-03","gorod Sankt-Peterburg","Адмиралтейский","Обводного кан. наб., 108","Frunzenskaya",60,"2",60000,"11 mes.","","Panel'nyi",65,38,15,8,"9","Net","","","","Net",59.907801,30.3139848,
"2016-04-27","gorod Sankt-Peterburg","Московский","Бассейная ул. 89","Park Pobedy",1840,"2",35000,"","","",60,20,30,6,"6","Net","Sbornaya Sovr.","","","",59.865117,30.354693,
"2016-09-01","gorod Sankt-Peterburg","Петроградский","Аптекарский пр., 18","Petrogradskaya",50,"3",65000,"","","Kirp.Monolit",72,46,6,2,"10","Est'","","","Proizveden","Lodjiya",59.970846,30.3192712,
"2017-05-31","gorod Sankt-Peterburg","Невский","Ивановская ул., 7","Lomonosovskaya",240,"2",30000,"11 mes.","","Stalinskii",56,34,8,2,"7","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Net",59.877033,30.4459506,
"2016-11-17","gorod Sankt-Peterburg","Петроградский","Барочная ул., 12","Chkalovskaya",60,"2",90000,"11 mes.","","Kirpichnyi",70,38,,11,"11","Est'","","","","",59.969957,30.287637,
"2016-02-07","gorod Sankt-Peterburg","Московский","Московский пр. 73","Frunzenskaya",2320,"3",70000,"11 mes.","","Kirp.Monolit",90,53,14,7,"11","Net","","","","Balkon",,,
"2016-06-16","gorod Sankt-Peterburg","Красносельский","Адмирала Черокова ул., 20А","Leninskii pr.",7250,"1",20000,"6 mes.","Da","Kirp.Monolit",25,,,10,"18","Est'","","Dush","Evrostandart","Lodjiya",59.853893,30.139814,2016
"2017-01-16","gorod Sankt-Peterburg","Калининский","Кондратьевский пр., 70к1","Lenina pl.",660,"2",26000,"","","Kirpichnyi",52,30,8,11,"16","Net","Sbor.+kuh.garn.","","Ne trebuetsya","Balkon",59.983635,30.397869,
"2017-06-24","gorod Sankt-Peterburg","Невский","Товарищеский пр., 10к1","",,"1",22000,"11 mes.","","600.11 seriya",39,18,11,5,"10","Est'","Tol'ko kuhnya","Sovmeshchennaya","Ne trebuetsya","Lodjiya",59.918931,30.483952,
"2016-02-24","Leningradskaya oblast'","Всеволожский","р-н Кудрово дер., Ленинградская ул. 5","",,"1",18000,"11 mes.","","Kirpichnyi",37.7,17,9,6,"18","Est'","Garnit+kuh.nab.","Otdel'naya","Proizveden","Lodjiya",,,
"2016-05-28","gorod Sankt-Peterburg","Московский","Смоленская ул., 11к2","Frunzenskaya",460,"2",45000,"12 mes.","","Kirp.Monolit",,48,38,,"","","","Est'","Sovmeshchennaya","est'",59.903574,30.323622,
"2016-07-08","gorod Sankt-Peterburg","Выборгский","Тореза пр., 39","Mujestva pl.",1430,"2",35000,"12 mes.","","Blochnyi",50,43,25,3,"10","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Zasteklennyi balkon",60.009737,30.35051481,
"2014-11-20","gorod Sankt-Peterburg","Калининский","Мечникова пр., 3к1","Lesnaya",4320,"2",24000,"11 mes.","","Hrushchevka",53,31,7,3,"5","Est'","","","","",59.984787,30.4219353,
"2017-05-01","gorod Sankt-Peterburg","Василеостровский","Детская ул., 18","Vasileostrovskaya",2120,"3",109000,"","","Monolit",110,54,18,5,"9","Net","","","","",59.930418,30.248994,
"2017-03-30","gorod Sankt-Peterburg","Приморский","Серебристый бул., 27к2","Pionerskaya",1040,"2",35000,"11 mes.","","600.11 seriya",75,49,11,8,"10","Est'","Sbornaya Sovr.","Poperechnaya","Evrostandart","Balkon",60.009989,30.285559,
"2016-02-11","gorod Sankt-Peterburg","Красносельский","Ленинский пр. 78к.1","Leninskii pr.",4410,"1",19000,"31 mes.","","Kirp.Monolit",47,19,10,8,"16","Net","","","","Balkon",,,
"2016-07-12","gorod Sankt-Peterburg","Центральный","Фурштатская ул., 9","Chernyshevskaya",420,"3",130000,"11 mes.","","Staryi fond s KR",160,141,18,4,"5","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Erker",59.945093,30.3524542,
"2017-04-02","gorod Sankt-Peterburg","Центральный","Пушкинская ул., 18","Vosstaniya pl.",450,"3",96000,"11 mes.","","Staryi fond",120,76,12,3,"5","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Erker",59.92805,30.3567189,
"2017-01-29","gorod Sankt-Peterburg","Центральный","Мойки реки наб., 1/8","Nevskii pr.",820,"3",65000,"","","Kirpichnyi",100,65,20,3,"4","Net","","","","",59.941953,30.329271,
"2017-02-27","gorod Sankt-Peterburg","Приморский","Авиаконструкторов пр., 18","Komendantskii pr.",1770,"1",18000,"11 mes.","","Blochnyi",38,18,12,4,"9","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Zasteklennaya lodjiya",60.018954,30.2349035,
